1729289421.795199 server started (20998): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1729289421.795236 on Linux 6.11.0-8-generic #8-Ubuntu SMP PREEMPT_DYNAMIC Mon Sep 16 13:41:20 UTC 2024
1729289421.795247 using libevent 2.1.12-stable poll
1729289421.795251 using ncurses 6.5 20240427
1729289421.809699 yylex_token: -I#{pane_search_string}
1729289421.809700 yylex_token: end at WS
1729289421.809701 yylex_token: send
1729289421.809701 yylex_token: end at WS
1729289421.809702 yylex_token: -X
1729289421.809703 yylex_token: end at WS
1729289421.809704 yylex_token: search-backward-incremental
1729289421.809705 yylex_token: end at WS
1729289421.809705 yylex_token: %%
1729289421.809707 cmd_parse_build_commands 0:0: bind
1729289421.809707 cmd_parse_build_commands 0:1: -Tcopy-mode
1729289421.809708 cmd_parse_build_commands 0:2: C-r
1729289421.809709 cmd_parse_build_commands 0:3 0:0: command-prompt
1729289421.809710 cmd_parse_build_commands 0:3 0:1: -T
1729289421.809711 cmd_parse_build_commands 0:3 0:2: search
1729289421.809711 cmd_parse_build_commands 0:3 0:3: -ip(search up)
1729289421.809712 cmd_parse_build_commands 0:3 0:4: -I#{pane_search_string}
1729289421.809713 cmd_parse_build_commands 0:3 0:5 0:0: send
1729289421.809714 cmd_parse_build_commands 0:3 0:5 0:1: -X
1729289421.809715 cmd_parse_build_commands 0:3 0:5 0:2: search-backward-incremental
1729289421.809716 cmd_parse_build_commands 0:3 0:5 0:3: %%
1729289421.809717 cmd_parse_build_commands 0:0: command-prompt
1729289421.809718 cmd_parse_build_commands 0:1: -T
1729289421.809719 cmd_parse_build_commands 0:2: search
1729289421.809720 cmd_parse_build_commands 0:3: -ip(search up)
1729289421.809721 cmd_parse_build_commands 0:4: -I#{pane_search_string}
1729289421.809721 cmd_parse_build_commands 0:5 0:0: send
1729289421.809722 cmd_parse_build_commands 0:5 0:1: -X
1729289421.809723 cmd_parse_build_commands 0:5 0:2: search-backward-incremental
1729289421.809724 cmd_parse_build_commands 0:5 0:3: %%
1729289421.809725 cmd_parse_build_commands 0:0: send
1729289421.809726 cmd_parse_build_commands 0:1: -X
1729289421.809727 cmd_parse_build_commands 0:2: search-backward-incremental
1729289421.809728 cmd_parse_build_commands 0:3: %%
1729289421.809729 args_parse_flags: next -X
1729289421.809730 args_parse_flags: -X
1729289421.809730 args_parse_flags: next search-backward-incremental
1729289421.809731 args_parse: flags end at 2 of 4
1729289421.809732 args_parse: 2 = search-backward-incremental (type STRING)
1729289421.809733 args_parse: 3 = %% (type STRING)
1729289421.809735 cmd_parse_build_commands: send-keys -X search-backward-incremental "%%"
1729289421.809736 args_parse_flags: next -T
1729289421.809737 args_parse_flag_argument: -T = search
1729289421.809738 args_parse_flags: next -ip(search up)
1729289421.809738 args_parse_flags: -i
1729289421.809739 args_parse_flag_argument: -p = (search up)
1729289421.809740 args_parse_flags: next -I#{pane_search_string}
1729289421.809742 args_parse_flag_argument: -I = #{pane_search_string}
1729289421.809743 args_parse: flags end at 5 of 6
1729289421.809745 args_parse: 5 = send-keys -X search-backward-incremental "%%" (type COMMANDS)
1729289421.809752 cmd_parse_build_commands: command-prompt -i -I "#{pane_search_string}" -T search -p "(search up)" { send-keys -X search-backward-incremental "%%" }
1729289421.809753 args_parse_flags: next -Tcopy-mode
1729289421.809754 args_parse_flag_argument: -T = copy-mode
1729289421.809758 args_parse_flags: next C-r
1729289421.809758 args_parse: flags end at 2 of 4
1729289421.809759 args_parse: 2 = C-r (type STRING)
1729289421.809763 args_parse: 3 = command-prompt -i -I "#{pane_search_string}" -T search -p "(search up)" { send-keys -X search-backward-incremental "%%" } (type COMMANDS)
1729289421.809768 cmd_parse_build_commands: bind-key -T copy-mode C-r { command-prompt -i -I "#{pane_search_string}" -T search -p "(search up)" { send-keys -X search-backward-incremental "%%" } }
1729289421.809770 cmdq_get_command: [bind-key/0x57762ddb5ba0] group 1371
1729289421.809771 cmdq_append <global>: [bind-key/0x57762ddb5ba0]
1729289421.809772 yylex_token: end at WS
1729289421.809773 yylex_token: bind
1729289421.809774 yylex_token: end at WS
1729289421.809775 yylex_token: -Tcopy-mode
1729289421.809776 yylex_token: end at WS
1729289421.809776 yylex_token: C-s
1729289421.809777 yylex_token: end at WS
1729289421.809778 yylex_token: command-prompt
1729289421.809779 yylex_token: end at WS
1729289421.809779 yylex_token: -T
1729289421.809780 yylex_token: end at WS
1729289421.809781 yylex_token: search
1729289421.809782 yylex_token: end at WS
1729289421.809782 yylex_token: -ip(search down)
1729289421.809784 yylex_token: end at WS
1729289421.809784 yylex_token: -I#{pane_search_string}
1729289421.809785 yylex_token: end at WS
1729289421.809786 yylex_token: send
1729289421.809787 yylex_token: end at WS
1729289421.809787 yylex_token: -X
1729289421.809788 yylex_token: end at WS
1729289421.809789 yylex_token: search-forward-incremental
1729289421.809790 yylex_token: end at WS
1729289421.809790 yylex_token: %%
1729289421.809792 cmd_parse_build_commands 0:0: bind
1729289421.809793 cmd_parse_build_commands 0:1: -Tcopy-mode
1729289421.809794 cmd_parse_build_commands 0:2: C-s
1729289421.809795 cmd_parse_build_commands 0:3 0:0: command-prompt
1729289421.809795 cmd_parse_build_commands 0:3 0:1: -T
1729289421.809796 cmd_parse_build_commands 0:3 0:2: search
1729289421.809797 cmd_parse_build_commands 0:3 0:3: -ip(search down)
1729289421.809798 cmd_parse_build_commands 0:3 0:4: -I#{pane_search_string}
1729289421.809799 cmd_parse_build_commands 0:3 0:5 0:0: send
1729289421.809800 cmd_parse_build_commands 0:3 0:5 0:1: -X
1729289421.809801 cmd_parse_build_commands 0:3 0:5 0:2: search-forward-incremental
1729289421.809802 cmd_parse_build_commands 0:3 0:5 0:3: %%
1729289421.809803 cmd_parse_build_commands 0:0: command-prompt
1729289421.809804 cmd_parse_build_commands 0:1: -T
1729289421.809805 cmd_parse_build_commands 0:2: search
1729289421.809806 cmd_parse_build_commands 0:3: -ip(search down)
1729289421.809807 cmd_parse_build_commands 0:4: -I#{pane_search_string}
1729289421.809808 cmd_parse_build_commands 0:5 0:0: send
1729289421.809809 cmd_parse_build_commands 0:5 0:1: -X
1729289421.809810 cmd_parse_build_commands 0:5 0:2: search-forward-incremental
1729289421.809810 cmd_parse_build_commands 0:5 0:3: %%
1729289421.809812 cmd_parse_build_commands 0:0: send
1729289421.809812 cmd_parse_build_commands 0:1: -X
1729289421.809813 cmd_parse_build_commands 0:2: search-forward-incremental
1729289421.809814 cmd_parse_build_commands 0:3: %%
1729289421.809816 args_parse_flags: next -X
1729289421.809816 args_parse_flags: -X
1729289421.809817 args_parse_flags: next search-forward-incremental
1729289421.809818 args_parse: flags end at 2 of 4
1729289421.809819 args_parse: 2 = search-forward-incremental (type STRING)
1729289421.809820 args_parse: 3 = %% (type STRING)
1729289421.809822 cmd_parse_build_commands: send-keys -X search-forward-incremental "%%"
1729289421.809824 args_parse_flags: next -T
1729289421.809825 args_parse_flag_argument: -T = search
1729289421.809826 args_parse_flags: next -ip(search down)
1729289421.809827 args_parse_flags: -i
1729289421.809828 args_parse_flag_argument: -p = (search down)
1729289421.809829 args_parse_flags: next -I#{pane_search_string}
1729289421.809830 args_parse_flag_argument: -I = #{pane_search_string}
1729289421.809831 args_parse: flags end at 5 of 6
1729289421.809833 args_parse: 5 = send-keys -X search-forward-incremental "%%" (type COMMANDS)
1729289421.809837 cmd_parse_build_commands: command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" }
1729289421.809838 args_parse_flags: next -Tcopy-mode
1729289421.809839 args_parse_flag_argument: -T = copy-mode
1729289421.809840 args_parse_flags: next C-s
1729289421.809841 args_parse: flags end at 2 of 4
1729289421.809841 args_parse: 2 = C-s (type STRING)
1729289421.809845 args_parse: 3 = command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" } (type COMMANDS)
1729289421.809851 cmd_parse_build_commands: bind-key -T copy-mode C-s { command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" } }
1729289421.809853 cmdq_get_command: [bind-key/0x57762ddb6510] group 1383
1729289421.809854 cmdq_append <global>: [bind-key/0x57762ddb6510]
1729289421.809855 yylex_token: end at WS
1729289421.809855 yylex_token: bind
1729289421.809856 yylex_token: end at WS
1729289421.809857 yylex_token: -Tcopy-mode
1729289421.809858 yylex_token: end at WS
1729289421.809858 yylex_token: C-v
1729289421.809859 yylex_token: end at WS
1729289421.809860 yylex_token: send
1729289421.809861 yylex_token: end at WS
1729289421.809861 yylex_token: -X
1729289421.809862 yylex_token: end at WS
1729289421.809863 yylex_token: page-down
1729289421.809864 cmd_parse_build_commands 0:0: bind
1729289421.809865 cmd_parse_build_commands 0:1: -Tcopy-mode
1729289421.809866 cmd_parse_build_commands 0:2: C-v
1729289421.809867 cmd_parse_build_commands 0:3 0:0: send
1729289421.809867 cmd_parse_build_commands 0:3 0:1: -X
1729289421.809868 cmd_parse_build_commands 0:3 0:2: page-down
1729289421.809869 cmd_parse_build_commands 0:0: send
1729289421.809870 cmd_parse_build_commands 0:1: -X
1729289421.809871 cmd_parse_build_commands 0:2: page-down
1729289421.809873 args_parse_flags: next -X
1729289421.809873 args_parse_flags: -X
1729289421.809874 args_parse_flags: next page-down
1729289421.809875 args_parse: flags end at 2 of 3
1729289421.809876 args_parse: 2 = page-down (type STRING)
1729289421.809877 cmd_parse_build_commands: send-keys -X page-down
1729289421.809878 args_parse_flags: next -Tcopy-mode
1729289421.809879 args_parse_flag_argument: -T = copy-mode
1729289421.809880 args_parse_flags: next C-v
1729289421.809881 args_parse: flags end at 2 of 4
1729289421.809882 args_parse: 2 = C-v (type STRING)
1729289421.809883 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1729289421.809886 cmd_parse_build_commands: bind-key -T copy-mode C-v { send-keys -X page-down }
1729289421.809887 cmdq_get_command: [bind-key/0x57762ddb69a0] group 1395
1729289421.809888 cmdq_append <global>: [bind-key/0x57762ddb69a0]
1729289421.809889 yylex_token: end at WS
1729289421.809890 yylex_token: bind
1729289421.809891 yylex_token: end at WS
1729289421.809891 yylex_token: -Tcopy-mode
1729289421.809892 yylex_token: end at WS
1729289421.809893 yylex_token: C-w
1729289421.809894 yylex_token: end at WS
1729289421.809894 yylex_token: send
1729289421.809895 yylex_token: end at WS
1729289421.809896 yylex_token: -X
1729289421.809897 yylex_token: end at WS
1729289421.809898 yylex_token: copy-pipe-and-cancel
1729289421.809899 cmd_parse_build_commands 0:0: bind
1729289421.809900 cmd_parse_build_commands 0:1: -Tcopy-mode
1729289421.809900 cmd_parse_build_commands 0:2: C-w
1729289421.809901 cmd_parse_build_commands 0:3 0:0: send
1729289421.809902 cmd_parse_build_commands 0:3 0:1: -X
1729289421.809904 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1729289421.809905 cmd_parse_build_commands 0:0: send
1729289421.809907 cmd_parse_build_commands 0:1: -X
1729289421.809908 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1729289421.809910 args_parse_flags: next -X
1729289421.809910 args_parse_flags: -X
1729289421.809911 args_parse_flags: next copy-pipe-and-cancel
1729289421.809912 args_parse: flags end at 2 of 3
1729289421.809913 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1729289421.809914 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1729289421.809915 args_parse_flags: next -Tcopy-mode
1729289421.809916 args_parse_flag_argument: -T = copy-mode
1729289421.809916 args_parse_flags: next C-w
1729289421.809917 args_parse: flags end at 2 of 4
1729289421.809918 args_parse: 2 = C-w (type STRING)
1729289421.809920 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1729289421.809922 cmd_parse_build_commands: bind-key -T copy-mode C-w { send-keys -X copy-pipe-and-cancel }
1729289421.809923 cmdq_get_command: [bind-key/0x57762ddb7260] group 1403
1729289421.809924 cmdq_append <global>: [bind-key/0x57762ddb7260]
1729289421.809925 yylex_token: end at WS
1729289421.809926 yylex_token: bind
1729289421.809927 yylex_token: end at WS
1729289421.809927 yylex_token: -Tcopy-mode
1729289421.809928 yylex_token: end at WS
1729289421.809929 yylex_token: Escape
1729289421.809930 yylex_token: end at WS
1729289421.809930 yylex_token: send
1729289421.809931 yylex_token: end at WS
1729289421.809932 yylex_token: -X
1729289421.809932 yylex_token: end at WS
1729289421.809933 yylex_token: cancel
1729289421.809934 cmd_parse_build_commands 0:0: bind
1729289421.809935 cmd_parse_build_commands 0:1: -Tcopy-mode
1729289421.809936 cmd_parse_build_commands 0:2: Escape
1729289421.809937 cmd_parse_build_commands 0:3 0:0: send
1729289421.809937 cmd_parse_build_commands 0:3 0:1: -X
1729289421.809938 cmd_parse_build_commands 0:3 0:2: cancel
1729289421.809939 cmd_parse_build_commands 0:0: send
1729289421.809940 cmd_parse_build_commands 0:1: -X
1729289421.809941 cmd_parse_build_commands 0:2: cancel
1729289421.809942 args_parse_flags: next -X
1729289421.809943 args_parse_flags: -X
1729289421.809944 args_parse_flags: next cancel
1729289421.809945 args_parse: flags end at 2 of 3
1729289421.809945 args_parse: 2 = cancel (type STRING)
1729289421.809947 cmd_parse_build_commands: send-keys -X cancel
1729289421.809948 args_parse_flags: next -Tcopy-mode
1729289421.809948 args_parse_flag_argument: -T = copy-mode
1729289421.809949 args_parse_flags: next Escape
1729289421.809950 args_parse: flags end at 2 of 4
1729289421.809951 args_parse: 2 = Escape (type STRING)
1729289421.809952 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1729289421.809955 cmd_parse_build_commands: bind-key -T copy-mode Escape { send-keys -X cancel }
1729289421.809956 cmdq_get_command: [bind-key/0x57762ddb7490] group 1411
1729289421.809957 cmdq_append <global>: [bind-key/0x57762ddb7490]
1729289421.809959 yylex_token: end at WS
1729289421.809959 yylex_token: bind
1729289421.809960 yylex_token: end at WS
1729289421.809961 yylex_token: -Tcopy-mode
1729289421.809962 yylex_token: end at WS
1729289421.809962 yylex_token: Space
1729289421.809963 yylex_token: end at WS
1729289421.809964 yylex_token: send
1729289421.809964 yylex_token: end at WS
1729289421.809965 yylex_token: -X
1729289421.809966 yylex_token: end at WS
1729289421.809966 yylex_token: page-down
1729289421.809967 cmd_parse_build_commands 0:0: bind
1729289421.809968 cmd_parse_build_commands 0:1: -Tcopy-mode
1729289421.809969 cmd_parse_build_commands 0:2: Space
1729289421.809970 cmd_parse_build_commands 0:3 0:0: send
1729289421.809970 cmd_parse_build_commands 0:3 0:1: -X
1729289421.809971 cmd_parse_build_commands 0:3 0:2: page-down
1729289421.809972 cmd_parse_build_commands 0:0: send
1729289421.809973 cmd_parse_build_commands 0:1: -X
1729289421.809974 cmd_parse_build_commands 0:2: page-down
1729289421.809975 args_parse_flags: next -X
1729289421.809976 args_parse_flags: -X
1729289421.809977 args_parse_flags: next page-down
1729289421.809978 args_parse: flags end at 2 of 3
1729289421.809979 args_parse: 2 = page-down (type STRING)
1729289421.809981 cmd_parse_build_commands: send-keys -X page-down
1729289421.809982 args_parse_flags: next -Tcopy-mode
1729289421.809983 args_parse_flag_argument: -T = copy-mode
1729289421.809983 args_parse_flags: next Space
1729289421.809984 args_parse: flags end at 2 of 4
1729289421.809985 args_parse: 2 = Space (type STRING)
1729289421.809986 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1729289421.809989 cmd_parse_build_commands: bind-key -T copy-mode Space { send-keys -X page-down }
1729289421.809990 cmdq_get_command: [bind-key/0x57762ddb7bc0] group 1419
1729289421.809991 cmdq_append <global>: [bind-key/0x57762ddb7bc0]
1729289421.809992 yylex_token: end at WS
1729289421.809992 yylex_token: bind
1729289421.809993 yylex_token: end at WS
1729289421.809994 yylex_token: -Tcopy-mode
1729289421.809995 yylex_token: end at WS
1729289421.809995 yylex_token: ,
1729289421.809996 yylex_token: end at WS
1729289421.809997 yylex_token: send
1729289421.809997 yylex_token: end at WS
1729289421.809998 yylex_token: -X
1729289421.809999 yylex_token: end at WS
1729289421.809999 yylex_token: jump-reverse
1729289421.810000 cmd_parse_build_commands 0:0: bind
1729289421.810001 cmd_parse_build_commands 0:1: -Tcopy-mode
1729289421.810002 cmd_parse_build_commands 0:2: ,
1729289421.810003 cmd_parse_build_commands 0:3 0:0: send
1729289421.810003 cmd_parse_build_commands 0:3 0:1: -X
1729289421.810004 cmd_parse_build_commands 0:3 0:2: jump-reverse
1729289421.810005 cmd_parse_build_commands 0:0: send
1729289421.810006 cmd_parse_build_commands 0:1: -X
1729289421.810007 cmd_parse_build_commands 0:2: jump-reverse
1729289421.810008 args_parse_flags: next -X
1729289421.810009 args_parse_flags: -X
1729289421.810010 args_parse_flags: next jump-reverse
1729289421.810010 args_parse: flags end at 2 of 3
1729289421.810011 args_parse: 2 = jump-reverse (type STRING)
1729289421.810013 cmd_parse_build_commands: send-keys -X jump-reverse
1729289421.810014 args_parse_flags: next -Tcopy-mode
1729289421.810014 args_parse_flag_argument: -T = copy-mode
1729289421.810015 args_parse_flags: next ,
1729289421.810016 args_parse: flags end at 2 of 4
1729289421.810017 args_parse: 2 = , (type STRING)
1729289421.810018 args_parse: 3 = send-keys -X jump-reverse (type COMMANDS)
1729289421.810021 cmd_parse_build_commands: bind-key -T copy-mode , { send-keys -X jump-reverse }
1729289421.810022 cmdq_get_command: [bind-key/0x57762ddb7e70] group 1427
1729289421.810023 cmdq_append <global>: [bind-key/0x57762ddb7e70]
1729289421.810024 yylex_token: end at WS
1729289421.810024 yylex_token: bind
1729289421.810025 yylex_token: end at WS
1729289421.810026 yylex_token: -Tcopy-mode
1729289421.810026 yylex_token: end at WS
1729289421.810027 yylex_token: ;
1729289421.810028 yylex_token: end at WS
1729289421.810028 yylex_token: send
1729289421.810029 yylex_token: end at WS
1729289421.810030 yylex_token: -X
1729289421.810031 yylex_token: end at WS
